vendorId,batchId,productId,initialPH,hoursSinceManufacture,hasRefrigerator,storageType,ambientTemperatureC,humidityPct,fridgeTemperatureC,hoursOnShelf,sellThroughRate,effectiveTemperatureExposure,hoursToExpiry,volumeKg,vendorRating,riskLabel
V113,B22988,Dosa_Batter,4.419,38.1,1,counter,33.2,63.8,3.4,10.4,0.48,131.0,177.9,1,4.75,Medium
V114,B22989,Dosa_Batter,4.477,86.3,1,counter,31.9,62.5,6.2,5.4,0.2,531.6,129.7,2,4.71,High
V115,B22990,Idly_Batter,4.469,66.0,1,backroom,34.6,55.8,3.6,22.2,0.54,237.6,150.0,1,4.33,High
V116,B22991,Dosa_Batter,4.509,53.1,1,backroom,28.1,69.3,8.1,8.7,0.15,427.9,162.9,10,4.02,High
V117,B22992,Dosa_Batter,4.453,24.5,0,backroom,31.4,70.4,-1.0,19.2,0.72,769.1,23.5,10,4.3,High
V118,B22993,Combo_Pack,4.473,60.6,0,backroom,27.8,61.7,-1.0,3.6,0.86,1686.8,0.0,5,4.32,High
V119,B22994,Dosa_Batter,4.446,52.6,1,fridge,27.3,52.9,4.9,26.3,0.53,258.0,163.4,10,4.38,High
V120,B22995,Combo_Pack,4.462,65.7,1,backroom,36.6,86.4,2.5,49.5,0.44,164.9,150.3,2,4.54,High
V121,B22996,Combo_Pack,4.459,30.5,1,counter,33.0,87.5,4.9,20.5,0.7,150.0,185.5,10,4.45,High
V122,B22997,Combo_Pack,4.482,12.5,1,counter,29.5,79.3,6.9,10.5,0.24,86.0,203.5,2,4.7,Medium
V123,B22998,Combo_Pack,4.48,39.6,0,backroom,31.6,49.1,-1.0,22.8,0.1,1253.3,8.4,5,4.67,High
V124,B22999,Dosa_Batter,4.437,11.3,0,backroom,29.9,56.6,-1.0,9.8,0.32,338.3,36.7,10,3.96,High
V100,B23000,Dosa_Batter,4.497,59.6,1,fridge,30.1,84.5,2.1,45.3,0.65,124.7,156.4,1,4.0,Medium
V101,B23001,Combo_Pack,4.525,40.5,1,fridge,26.3,72.5,2.0,13.3,0.46,81.1,175.5,1,4.28,Medium
V102,B23002,Idly_Batter,4.481,14.2,1,fridge,30.2,87.9,3.3,1.5,0.4,47.3,201.8,2,4.35,Low
V103,B23003,Dosa_Batter,4.464,25.0,1,counter,33.7,61.5,8.3,6.2,0.1,207.1,191.0,1,4.22,High
V104,B23004,Dosa_Batter,4.493,25.1,1,counter,28.1,58.4,7.6,5.8,0.65,190.0,190.9,2,4.83,High
V105,B23005,Idly_Batter,4.44,71.4,0,counter,32.4,66.4,-1.0,41.5,0.49,2314.4,0.0,5,4.01,High
V106,B23006,Combo_Pack,4.514,63.3,0,counter,31.5,63.7,-1.0,3.3,0.9,1989.7,0.0,10,4.41,High
V107,B23007,Combo_Pack,4.458,13.3,1,fridge,33.0,72.2,4.2,12.6,0.66,56.2,202.7,2,4.17,Low
V108,B23008,Dosa_Batter,4.459,51.1,1,counter,33.6,81.3,4.5,31.3,0.37,232.0,164.9,2,3.7,High
V109,B23009,Combo_Pack,4.4,87.2,1,counter,28.9,61.3,4.3,37.8,0.36,377.1,128.8,10,3.49,High
V110,B23010,Dosa_Batter,4.483,42.7,0,counter,28.4,75.0,-1.0,41.4,0.53,1211.3,5.3,2,4.8,High
V111,B23011,Dosa_Batter,4.463,51.2,1,counter,32.1,66.0,5.8,7.7,0.94,296.0,164.8,1,4.24,High
V112,B23012,Idly_Batter,4.5,10.0,1,fridge,36.1,40.0,6.1,4.3,0.53,61.0,206.0,2,4.11,Medium
V113,B23013,Idly_Batter,4.494,48.2,1,fridge,31.3,66.4,5.6,10.5,0.19,272.1,167.8,2,4.55,High
V114,B23014,Dosa_Batter,4.47,75.6,1,fridge,29.3,57.2,6.3,26.1,0.45,473.4,140.4,2,4.89,High
V115,B23015,Combo_Pack,4.404,12.8,1,counter,32.4,86.6,5.9,1.0,0.09,75.9,203.2,2,4.13,Medium
V116,B23016,Combo_Pack,4.51,58.8,1,counter,26.9,78.8,6.5,32.2,0.05,382.4,157.2,10,3.85,High
V117,B23017,Dosa_Batter,4.444,93.8,1,fridge,26.9,64.5,4.4,21.1,0.71,415.6,122.2,5,4.39,High
V118,B23018,Idly_Batter,4.423,45.0,0,counter,28.3,78.3,-1.0,13.4,0.29,1271.2,3.0,2,4.23,High
V119,B23019,Dosa_Batter,4.496,43.6,0,backroom,33.4,79.1,-1.0,38.6,0.64,1459.3,4.4,1,5.0,High
V120,B23020,Dosa_Batter,4.423,15.7,1,counter,31.8,69.3,4.2,10.2,0.73,65.4,200.3,5,4.36,Low
V121,B23021,Dosa_Batter,4.458,40.2,0,counter,32.4,63.4,-1.0,6.8,0.66,1302.5,7.8,2,3.74,High
V122,B23022,Combo_Pack,4.455,30.4,1,fridge,26.0,71.8,6.9,14.5,0.32,210.8,185.6,10,3.98,High
V123,B23023,Dosa_Batter,4.361,42.7,1,backroom,31.7,82.3,5.4,3.0,0.57,232.0,173.3,10,4.84,High
V124,B23024,Dosa_Batter,4.484,15.6,1,counter,37.7,88.0,7.6,8.8,0.41,118.3,200.4,5,4.54,Medium
V100,B23025,Idly_Batter,4.501,55.0,1,counter,33.7,56.8,5.7,36.9,0.63,314.5,161.0,2,5.0,High
V101,B23026,Combo_Pack,4.451,83.5,0,backroom,30.1,90.7,-1.0,58.0,0.86,2508.8,0.0,1,4.57,High
V102,B23027,Idly_Batter,4.519,36.4,1,fridge,31.7,63.2,7.6,19.3,0.47,277.9,179.6,5,4.43,High
V103,B23028,Idly_Batter,4.396,50.3,0,backroom,29.2,84.6,-1.0,25.1,0.46,1471.4,0.0,10,4.24,High
V104,B23029,Idly_Batter,4.437,44.5,1,backroom,31.5,80.8,5.6,40.4,0.74,250.1,171.5,10,4.7,High
V105,B23030,Dosa_Batter,4.505,21.0,1,fridge,27.0,56.2,6.7,8.3,0.63,140.3,195.0,1,4.2,Medium
V106,B23031,Idly_Batter,4.537,18.7,1,fridge,30.3,63.4,3.7,5.5,0.4,68.4,197.3,5,3.82,Low
V107,B23032,Dosa_Batter,4.446,44.2,0,backroom,31.6,55.0,-1.0,2.6,0.13,1398.0,3.8,5,4.51,High
V108,B23033,Combo_Pack,4.43,34.9,1,fridge,24.8,68.0,3.5,23.4,0.66,123.1,181.1,10,4.99,Medium
V109,B23034,Idly_Batter,4.453,62.2,0,counter,31.9,81.3,-1.0,32.3,0.35,1987.8,0.0,10,3.77,High
V110,B23035,Idly_Batter,4.421,17.0,0,backroom,27.0,59.2,-1.0,15.0,0.37,458.1,31.0,1,4.08,High
V111,B23036,Idly_Batter,4.487,39.4,0,backroom,29.9,75.0,-1.0,39.3,0.28,1176.5,8.6,1,4.13,High
V112,B23037,Combo_Pack,4.471,42.4,1,counter,36.3,77.4,5.4,39.9,0.55,229.1,173.6,10,4.3,High
V113,B23038,Idly_Batter,4.424,22.5,1,backroom,27.4,70.2,7.1,11.2,0.14,160.8,193.5,5,4.61,High
V114,B23039,Idly_Batter,4.446,45.9,1,counter,25.1,61.4,8.5,28.6,0.19,387.9,170.1,2,4.35,High
V115,B23040,Combo_Pack,4.423,65.9,1,counter,30.2,58.7,5.4,59.4,0.21,352.4,150.1,10,4.14,High
V116,B23041,Dosa_Batter,4.501,26.4,1,counter,36.0,67.5,6.2,16.8,0.43,162.8,189.6,1,3.87,High
V117,B23042,Dosa_Batter,4.479,16.5,0,counter,36.9,64.7,-1.0,9.8,0.15,607.1,31.5,10,4.17,High
V118,B23043,Combo_Pack,4.413,84.5,1,backroom,33.3,66.6,3.5,26.8,0.76,291.5,131.5,5,4.26,High
V119,B23044,Dosa_Batter,4.444,69.9,0,counter,30.0,64.6,-1.0,49.3,0.44,2100.5,0.0,5,3.98,High
V120,B23045,Idly_Batter,4.45,41.9,1,fridge,29.6,71.1,8.3,0.2,0.84,347.0,174.1,5,4.43,High
V121,B23046,Combo_Pack,4.452,14.4,0,counter,33.6,79.4,-1.0,1.4,0.8,482.1,33.6,2,5.0,High
V122,B23047,Dosa_Batter,4.43,62.2,1,fridge,36.8,78.9,4.9,0.2,0.63,303.9,153.8,2,4.97,High
V123,B23048,Idly_Batter,4.456,21.4,0,counter,30.7,67.3,-1.0,19.4,0.31,659.1,26.6,2,3.65,High
V124,B23049,Dosa_Batter,4.477,28.7,1,fridge,32.6,64.9,5.4,26.1,0.27,154.5,187.3,1,3.85,High
V100,B23050,Dosa_Batter,4.411,43.2,1,backroom,31.9,78.0,4.7,1.5,0.48,202.6,172.8,10,3.92,High
V101,B23051,Idly_Batter,4.4,45.0,0,counter,26.3,79.2,-1.0,17.2,0.64,1183.7,3.0,5,4.23,High
V102,B23052,Combo_Pack,4.473,50.1,1,counter,30.0,70.8,3.5,42.3,0.35,177.5,165.9,5,3.91,High
V103,B23053,Idly_Batter,4.446,95.8,0,backroom,31.7,63.7,-1.0,19.5,0.66,3038.3,0.0,10,4.09,High
V104,B23054,Dosa_Batter,4.468,21.6,0,backroom,26.6,72.2,-1.0,8.4,0.72,573.3,26.4,2,4.44,High
V105,B23055,Dosa_Batter,4.478,40.5,1,backroom,31.3,83.6,5.4,3.8,0.42,220.5,175.5,5,4.62,High
V106,B23056,Combo_Pack,4.474,43.3,1,fridge,34.5,52.6,5.0,17.5,0.93,214.5,172.7,10,4.22,High
V107,B23057,Idly_Batter,4.453,33.2,1,fridge,30.1,62.4,3.2,24.9,0.55,105.4,182.8,1,4.85,Medium
V108,B23058,Dosa_Batter,4.43,88.5,1,counter,34.0,52.6,4.3,5.0,0.77,379.8,127.5,10,3.72,High
V109,B23059,Idly_Batter,4.451,0.7,1,fridge,32.8,79.1,3.8,0.3,0.79,2.6,215.3,1,3.83,Low
V110,B23060,Idly_Batter,4.538,16.1,0,counter,32.6,83.5,-1.0,4.0,0.33,524.4,31.9,10,3.87,High
V111,B23061,Combo_Pack,4.409,45.6,0,counter,34.7,54.6,-1.0,25.8,0.78,1582.6,2.4,2,3.85,High
V112,B23062,Dosa_Batter,4.505,95.9,0,backroom,29.6,71.4,-1.0,92.2,0.15,2835.1,0.0,2,4.5,High
V113,B23063,Combo_Pack,4.493,42.0,0,counter,34.1,67.9,-1.0,39.2,0.56,1429.9,6.0,1,4.33,High
V114,B23064,Combo_Pack,4.437,58.6,1,backroom,31.8,67.7,5.9,32.3,0.36,345.9,157.4,2,3.51,High
V115,B23065,Dosa_Batter,4.458,20.2,0,counter,29.8,77.6,-1.0,14.3,0.21,601.3,27.8,10,4.42,High
V116,B23066,Combo_Pack,4.403,72.9,0,counter,29.0,81.4,-1.0,39.4,0.53,2116.4,0.0,5,3.45,High
V117,B23067,Combo_Pack,4.422,53.7,0,counter,33.5,58.1,-1.0,24.3,0.66,1797.9,0.0,5,4.0,High
V118,B23068,Idly_Batter,4.468,28.4,1,backroom,33.1,72.4,2.6,20.4,0.25,75.1,187.6,1,4.09,Medium
V119,B23069,Combo_Pack,4.433,84.3,0,backroom,28.4,58.4,-1.0,18.4,0.12,2389.6,0.0,10,4.76,High
V120,B23070,Dosa_Batter,4.477,20.6,0,counter,27.3,74.5,-1.0,14.9,0.27,560.7,27.4,1,5.0,High
V121,B23071,Combo_Pack,4.458,15.4,0,backroom,32.6,64.7,-1.0,2.0,0.63,503.3,32.6,2,4.17,High
V122,B23072,Dosa_Batter,4.448,35.0,0,backroom,30.3,71.1,-1.0,3.7,0.35,1058.8,13.0,2,4.43,High
V123,B23073,Dosa_Batter,4.431,54.8,1,counter,22.8,66.2,5.0,5.9,0.49,272.5,161.2,5,4.32,High
V124,B23074,Dosa_Batter,4.427,1.4,0,backroom,33.4,76.3,-1.0,0.5,0.55,46.8,46.6,1,4.1,Medium
V100,B23075,Idly_Batter,4.419,47.0,0,backroom,38.4,68.0,-1.0,1.8,0.22,1805.2,1.0,10,4.54,High
V101,B23076,Idly_Batter,4.469,50.0,0,counter,36.6,59.8,-1.0,8.6,0.58,1829.3,0.0,10,4.18,High
V102,B23077,Combo_Pack,4.533,15.3,0,counter,32.0,80.3,-1.0,7.5,0.73,488.4,32.7,10,4.75,High
V103,B23078,Idly_Batter,4.454,8.4,1,counter,29.6,63.4,4.6,1.1,0.22,38.1,207.6,10,4.49,Low
V104,B23079,Dosa_Batter,4.487,17.4,0,backroom,32.7,70.1,-1.0,11.3,0.86,567.1,30.6,2,3.83,High
V105,B23080,Combo_Pack,4.484,75.9,0,backroom,26.5,54.8,-1.0,74.5,0.37,2011.8,0.0,5,3.9,High
V106,B23081,Idly_Batter,4.501,33.6,0,backroom,30.6,70.1,-1.0,27.1,0.32,1025.6,14.4,5,4.35,High
V107,B23082,Idly_Batter,4.509,72.1,1,counter,25.3,63.5,2.0,24.2,0.19,144.2,143.9,2,4.43,Medium
V108,B23083,Dosa_Batter,4.444,72.1,0,counter,30.0,59.0,-1.0,16.4,0.23,2166.0,0.0,2,3.91,High
V109,B23084,Combo_Pack,4.472,68.6,0,backroom,31.2,59.4,-1.0,20.4,0.14,2141.8,0.0,2,4.55,High
V110,B23085,Combo_Pack,4.44,15.6,0,backroom,27.9,68.6,-1.0,12.2,0.8,436.0,32.4,1,4.33,High
V111,B23086,Idly_Batter,4.478,73.8,1,counter,28.5,55.4,4.5,68.7,0.21,330.3,142.2,5,4.4,High
V112,B23087,Dosa_Batter,4.529,61.2,0,counter,29.0,73.4,-1.0,53.1,0.24,1777.8,0.0,10,3.27,High
V113,B23088,Idly_Batter,4.482,27.6,1,counter,32.7,57.8,4.1,13.3,0.48,113.5,188.4,1,4.64,Medium
V114,B23089,Idly_Batter,4.415,93.1,0,backroom,29.6,66.7,-1.0,22.1,0.39,2758.1,0.0,2,4.0,High
V115,B23090,Combo_Pack,4.44,36.6,0,counter,30.9,57.0,-1.0,32.7,0.41,1129.1,11.4,2,4.05,High
V116,B23091,Combo_Pack,4.461,59.2,1,backroom,32.8,87.5,3.9,5.2,0.6,232.8,156.8,5,4.55,High
V117,B23092,Idly_Batter,4.47,71.3,0,counter,25.2,76.2,-1.0,15.1,0.61,1796.1,0.0,10,3.9,High
V118,B23093,Dosa_Batter,4.534,58.5,1,fridge,29.8,77.9,4.4,0.4,0.38,255.5,157.5,5,4.06,High
V119,B23094,Idly_Batter,4.474,45.7,0,counter,32.4,81.5,-1.0,2.9,0.18,1479.6,2.3,2,3.83,High
V120,B23095,Combo_Pack,4.423,88.5,1,counter,27.7,66.1,5.4,22.5,0.73,481.1,127.5,1,4.39,High
V121,B23096,Dosa_Batter,4.476,58.1,1,backroom,30.1,78.1,4.2,55.7,0.73,245.7,157.9,2,4.82,High
V122,B23097,Idly_Batter,4.48,89.5,1,backroom,29.1,80.3,5.5,74.1,0.2,488.6,126.5,2,4.16,High
V123,B23098,Idly_Batter,4.463,30.0,1,fridge,30.8,69.8,2.0,19.8,0.5,59.9,186.0,1,4.33,Low
V124,B23099,Idly_Batter,4.482,1.0,1,fridge,25.1,63.0,2.8,0.1,0.14,2.8,215.0,10,4.02,Low
V100,B23100,Dosa_Batter,4.437,84.5,1,fridge,29.4,68.4,6.1,39.6,0.35,517.0,131.5,2,4.43,High
V101,B23101,Combo_Pack,4.465,60.8,1,backroom,34.5,40.1,7.7,49.8,0.23,468.4,155.2,1,5.0,High
V102,B23102,Dosa_Batter,4.452,63.1,1,counter,37.3,70.5,3.9,29.2,0.55,247.0,152.9,5,4.47,High
V103,B23103,Dosa_Batter,4.5,77.4,1,fridge,33.3,59.1,6.1,21.3,0.24,474.0,138.6,10,4.35,High
V104,B23104,Combo_Pack,4.417,33.0,0,backroom,31.5,84.3,-1.0,21.9,0.2,1039.3,15.0,10,4.26,High
V105,B23105,Idly_Batter,4.43,63.9,1,counter,31.2,40.0,3.9,24.4,0.85,249.3,152.1,10,4.62,High
V106,B23106,Combo_Pack,4.446,30.6,0,counter,28.2,75.6,-1.0,21.6,0.74,862.9,17.4,5,4.22,High
V107,B23107,Combo_Pack,4.431,86.5,1,counter,31.9,71.7,4.8,80.8,0.39,413.9,129.5,10,3.42,High
V108,B23108,Dosa_Batter,4.443,61.6,1,fridge,32.1,84.0,2.0,14.5,0.29,123.2,154.4,10,4.19,Medium
V109,B23109,Idly_Batter,4.435,90.4,1,fridge,28.7,59.4,4.5,75.7,0.34,406.5,125.6,10,4.22,High
V110,B23110,Dosa_Batter,4.444,25.2,0,backroom,29.8,63.1,-1.0,4.3,0.32,751.4,22.8,1,4.29,High
V111,B23111,Idly_Batter,4.44,55.3,0,counter,32.2,61.0,-1.0,26.2,0.33,1782.5,0.0,1,4.65,High
V112,B23112,Combo_Pack,4.489,70.5,0,counter,30.6,67.5,-1.0,30.7,0.28,2156.6,0.0,1,3.94,High
V113,B23113,Idly_Batter,4.447,46.1,0,counter,31.0,59.0,-1.0,30.7,0.69,1428.4,1.9,1,4.82,High
V114,B23114,Dosa_Batter,4.463,13.5,0,counter,35.4,83.7,-1.0,1.7,0.79,476.7,34.5,10,3.78,High
V115,B23115,Combo_Pack,4.478,86.8,1,fridge,37.7,53.8,3.8,15.0,0.29,333.8,129.2,10,4.21,High
V116,B23116,Dosa_Batter,4.446,10.5,1,counter,31.6,72.8,5.3,5.6,0.7,55.9,205.5,1,4.32,Low
V117,B23117,Idly_Batter,4.489,46.5,0,backroom,28.2,60.6,-1.0,24.8,0.44,1312.1,1.5,1,4.78,High
V118,B23118,Idly_Batter,4.492,59.6,1,counter,30.1,53.1,5.3,50.1,0.16,314.1,156.4,1,4.57,High
V119,B23119,Idly_Batter,4.501,82.6,1,counter,29.1,68.9,5.4,26.3,0.74,444.1,133.4,5,4.3,High
V120,B23120,Combo_Pack,4.436,4.1,0,backroom,29.9,74.1,-1.0,0.5,0.76,121.8,43.9,10,4.35,High
V121,B23121,Dosa_Batter,4.432,21.6,1,backroom,28.4,78.3,3.6,8.0,0.46,77.1,194.4,10,4.37,Medium
V122,B23122,Combo_Pack,4.477,28.6,1,counter,28.9,62.3,2.0,0.9,0.4,57.3,187.4,2,3.93,Low
V123,B23123,Dosa_Batter,4.466,69.8,0,counter,30.7,85.2,-1.0,44.8,0.8,2143.5,0.0,10,4.21,High
V124,B23124,Dosa_Batter,4.413,84.8,1,counter,34.2,57.0,7.7,34.7,0.35,653.6,131.2,1,4.37,High
V100,B23125,Dosa_Batter,4.448,49.1,0,backroom,33.5,46.1,-1.0,46.8,0.52,1643.4,0.0,2,4.49,High
V101,B23126,Combo_Pack,4.46,9.1,1,fridge,29.4,78.1,5.0,7.8,0.25,46.0,206.9,1,3.89,Low
V102,B23127,Combo_Pack,4.406,45.5,0,counter,27.9,81.3,-1.0,8.1,0.46,1272.1,2.5,10,4.57,High
V103,B23128,Dosa_Batter,4.426,82.1,1,counter,35.3,72.1,3.8,23.5,0.21,309.4,133.9,10,4.29,High
V104,B23129,Combo_Pack,4.41,64.3,1,counter,27.7,60.2,5.1,60.5,0.65,326.5,151.7,5,4.3,High
V105,B23130,Idly_Batter,4.43,60.2,1,fridge,29.9,59.0,5.5,49.0,0.28,332.8,155.8,1,4.07,High
V106,B23131,Idly_Batter,4.431,80.1,0,counter,32.1,83.1,-1.0,13.2,0.44,2567.6,0.0,5,4.23,High
V107,B23132,Idly_Batter,4.427,1.9,0,backroom,27.8,67.1,-1.0,0.1,0.19,54.0,46.1,10,3.38,Medium
V108,B23133,Combo_Pack,4.47,35.8,1,counter,29.4,42.0,5.8,4.6,0.54,207.2,180.2,5,4.28,High
V109,B23134,Dosa_Batter,4.457,18.1,1,counter,27.7,70.2,5.6,15.4,0.84,101.3,197.9,10,4.66,Medium
V110,B23135,Idly_Batter,4.462,41.0,0,counter,33.6,67.2,-1.0,32.4,0.46,1377.2,7.0,1,4.71,High
V111,B23136,Combo_Pack,4.439,92.6,0,backroom,28.3,75.6,-1.0,67.6,0.15,2623.1,0.0,1,4.42,High
V112,B23137,Combo_Pack,4.451,20.5,0,counter,28.2,67.6,-1.0,0.4,0.45,576.9,27.5,1,3.2,High
V113,B23138,Dosa_Batter,4.499,55.1,1,fridge,34.1,68.0,4.1,0.2,0.55,223.3,160.9,2,4.33,High
V114,B23139,Idly_Batter,4.446,52.1,0,backroom,31.6,75.4,-1.0,48.7,0.41,1645.7,0.0,5,4.78,High
V115,B23140,Combo_Pack,4.461,30.5,0,counter,29.9,81.8,-1.0,5.0,0.55,910.6,17.5,2,3.61,High
V116,B23141,Combo_Pack,4.457,77.1,1,counter,25.4,90.5,4.1,74.8,0.33,316.7,138.9,5,3.86,High
V117,B23142,Combo_Pack,4.48,17.5,0,counter,28.9,69.8,-1.0,6.8,0.25,506.0,30.5,10,4.86,High
V118,B23143,Combo_Pack,4.48,42.4,0,backroom,32.9,62.9,-1.0,34.2,0.43,1396.5,5.6,1,4.81,High
V119,B23144,Idly_Batter,4.456,78.7,1,counter,31.3,65.5,2.2,45.2,0.6,176.4,137.3,10,4.0,High
V120,B23145,Dosa_Batter,4.425,7.8,0,counter,31.7,56.0,-1.0,7.2,0.52,247.5,40.2,2,4.75,High
V121,B23146,Idly_Batter,4.389,54.4,1,fridge,29.5,72.6,4.7,28.1,0.56,257.7,161.6,5,4.0,High
V122,B23147,Idly_Batter,4.448,83.0,1,counter,30.7,76.8,2.7,60.7,0.01,226.4,133.0,5,3.67,High
V123,B23148,Dosa_Batter,4.471,54.9,1,backroom,25.1,86.7,3.6,23.1,0.42,200.0,161.1,1,4.57,High
V124,B23149,Dosa_Batter,4.452,60.0,1,backroom,28.1,88.1,3.5,12.7,0.11,209.1,156.0,5,4.42,High
V100,B23150,Idly_Batter,4.444,72.0,1,counter,30.8,78.3,3.2,71.1,0.31,231.2,144.0,1,4.98,High
V101,B23151,Combo_Pack,4.502,8.1,1,fridge,24.1,61.9,2.0,4.3,0.19,16.3,207.9,2,4.17,Low
V102,B23152,Dosa_Batter,4.476,19.1,0,backroom,24.1,73.5,-1.0,6.3,0.31,461.5,28.9,5,3.46,High
V103,B23153,Dosa_Batter,4.488,35.8,0,counter,27.2,78.4,-1.0,27.1,0.2,974.5,12.2,10,4.16,High
V104,B23154,Idly_Batter,4.466,65.9,0,counter,32.2,52.1,-1.0,4.8,0.03,2124.2,0.0,5,3.88,High
V105,B23155,Idly_Batter,4.47,78.7,0,backroom,30.2,72.2,-1.0,60.5,0.31,2376.1,0.0,5,4.01,High
V106,B23156,Idly_Batter,4.433,95.2,0,counter,28.7,56.3,-1.0,36.9,0.34,2727.6,0.0,2,3.75,High
V107,B23157,Idly_Batter,4.457,54.9,1,fridge,35.4,61.6,3.1,47.1,0.47,171.1,161.1,5,4.02,High
V108,B23158,Idly_Batter,4.481,82.3,1,backroom,32.4,71.7,6.7,44.6,0.22,552.5,133.7,10,4.08,High
V109,B23159,Dosa_Batter,4.52,40.0,0,backroom,35.8,69.8,-1.0,5.0,0.61,1432.0,8.0,1,3.74,High
V110,B23160,Dosa_Batter,4.461,76.5,1,fridge,35.8,67.5,5.9,76.4,0.75,453.9,139.5,1,4.42,High
V111,B23161,Idly_Batter,4.484,86.9,0,backroom,28.3,88.5,-1.0,75.2,0.9,2462.1,0.0,10,4.06,High
V112,B23162,Combo_Pack,4.457,12.2,1,backroom,33.2,58.3,4.8,9.6,0.8,58.2,203.8,10,4.1,Low
V113,B23163,Idly_Batter,4.475,87.7,0,counter,33.9,77.5,-1.0,71.5,0.42,2969.6,0.0,2,4.28,High
V114,B23164,Dosa_Batter,4.419,81.3,0,counter,32.0,64.8,-1.0,44.9,0.44,2604.3,0.0,5,4.1,High
V115,B23165,Idly_Batter,4.496,71.5,0,counter,34.7,66.2,-1.0,11.6,0.61,2481.1,0.0,5,4.29,High
V116,B23166,Idly_Batter,4.484,25.6,1,backroom,31.6,55.8,4.6,7.1,0.57,117.9,190.4,2,4.01,Medium
V117,B23167,Dosa_Batter,4.51,1.5,0,counter,27.1,68.2,-1.0,0.1,0.42,39.4,46.5,10,4.49,Low
V118,B23168,Combo_Pack,4.481,54.6,0,counter,34.8,62.4,-1.0,8.5,0.24,1898.9,0.0,10,4.89,High
V119,B23169,Idly_Batter,4.499,70.4,1,backroom,29.3,66.8,2.3,53.4,0.07,159.1,145.6,5,3.78,High
V120,B23170,Idly_Batter,4.467,37.1,1,fridge,33.4,60.5,5.7,26.6,0.59,212.3,178.9,2,3.59,High
V121,B23171,Dosa_Batter,4.525,31.0,1,counter,31.4,56.0,6.4,9.0,0.93,197.7,185.0,1,4.82,High
V122,B23172,Combo_Pack,4.432,24.3,1,fridge,30.8,64.5,3.4,17.6,0.39,81.9,191.7,5,4.27,Medium
V123,B23173,Dosa_Batter,4.427,66.8,1,counter,28.2,47.1,4.0,20.5,0.2,263.9,149.2,10,3.91,High
V124,B23174,Combo_Pack,4.496,15.6,1,counter,30.0,67.6,6.2,8.9,0.39,96.7,200.4,10,4.4,Medium
V100,B23175,Combo_Pack,4.456,32.4,1,fridge,27.6,68.1,7.9,12.0,0.51,256.5,183.6,10,4.65,High
V101,B23176,Idly_Batter,4.477,51.1,0,backroom,30.2,66.7,-1.0,45.3,0.09,1540.9,0.0,5,4.37,High
V102,B23177,Combo_Pack,4.452,21.1,0,counter,29.1,57.1,-1.0,0.1,0.11,615.7,26.9,2,5.0,High
V103,B23178,Combo_Pack,4.468,55.3,0,backroom,32.8,82.7,-1.0,35.1,0.42,1816.7,0.0,10,3.94,High
V104,B23179,Dosa_Batter,4.464,56.5,0,backroom,24.4,63.5,-1.0,31.9,0.54,1380.0,0.0,1,3.92,High
V105,B23180,Combo_Pack,4.479,77.2,1,fridge,32.0,75.1,2.5,30.6,0.52,195.4,138.8,10,4.58,High
V106,B23181,Idly_Batter,4.447,21.1,1,backroom,36.0,66.2,8.4,19.3,0.12,176.5,194.9,5,4.56,High
V107,B23182,Idly_Batter,4.466,88.8,0,counter,28.3,73.2,-1.0,81.8,0.6,2513.6,0.0,10,4.35,High
V108,B23183,Idly_Batter,4.414,51.1,0,backroom,32.3,82.2,-1.0,2.6,0.51,1652.0,0.0,2,3.99,High
V109,B23184,Dosa_Batter,4.492,50.4,1,backroom,28.9,70.7,4.6,23.4,0.55,233.1,165.6,10,3.61,High
V110,B23185,Idly_Batter,4.477,72.7,1,counter,28.3,69.8,5.8,63.9,0.44,420.3,143.3,5,3.71,High
V111,B23186,Dosa_Batter,4.403,95.5,0,counter,32.8,67.1,-1.0,83.5,0.21,3131.1,0.0,2,4.08,High
V112,B23187,Combo_Pack,4.414,31.8,1,fridge,32.2,66.8,3.8,28.4,0.7,119.6,184.2,1,3.75,Medium
V113,B23188,Idly_Batter,4.446,14.3,0,counter,32.2,70.6,-1.0,13.6,0.24,460.2,33.7,1,3.71,High
V114,B23189,Idly_Batter,4.496,20.0,0,counter,31.1,63.7,-1.0,8.7,0.54,622.3,28.0,5,4.46,High
V115,B23190,Idly_Batter,4.529,48.0,0,backroom,31.0,51.2,-1.0,15.3,0.47,1489.1,0.0,10,4.0,High
V116,B23191,Dosa_Batter,4.487,90.3,0,backroom,33.9,72.1,-1.0,89.2,0.1,3065.0,0.0,10,4.35,High
V117,B23192,Combo_Pack,4.444,0.5,0,counter,34.4,65.2,-1.0,0.1,0.5,18.0,47.5,5,4.39,Low
V118,B23193,Combo_Pack,4.465,69.6,1,counter,33.1,67.5,7.7,13.8,0.81,538.5,146.4,1,4.55,High
V119,B23194,Idly_Batter,4.458,92.5,1,backroom,34.0,72.7,6.0,40.5,0.12,558.4,123.5,10,4.26,High
V120,B23195,Idly_Batter,4.471,92.1,0,backroom,30.6,74.8,-1.0,10.6,0.28,2822.9,0.0,5,4.28,High
V121,B23196,Combo_Pack,4.422,75.2,1,backroom,32.8,57.1,3.9,24.8,0.41,291.3,140.8,1,3.96,High
V122,B23197,Idly_Batter,4.456,61.2,1,counter,27.1,71.5,5.2,52.6,0.14,317.2,154.8,2,4.53,High
